user_id,monthly_income,num_active_bnpl_plans,total_bnpl_amount,average_emi,bnpl_income_ratio,password,Emi_delayed
USR_00128,131590,1,5672,5672.0,0.043103579299338855,{(HWu:6B7('x,0
USR_00129,169599,2,12840,6420.0,0.03785399678064139,qRmvVK.~H.uX,0
USR_00130,164515,0,0,0.0,0.0,"[vB7""|et\y='",0
USR_00131,162596,4,90282,22570.5,0.13881337794287682,#wJ<*r0%*Ebr,0
USR_00132,131477,2,11440,5720.0,0.04350570822273097,6#=ZxD4#~/7T,0
USR_00133,43202,2,17914,8957.0,0.2073283644275728,"tPjOCp?WT""o=",1
USR_00134,192214,0,0,0.0,0.0,"+#pe4IG,_iJ-",0
USR_00135,76692,3,28632,9544.0,0.12444583528920879,"O:T}Ju&,ST_""",0
USR_00136,35855,0,0,0.0,0.0,u{;g<t&EwA5A,0
USR_00137,64241,1,15474,15474.0,0.24087420806027304,cN>LsRYnPSJz,1
USR_00138,109837,2,36026,18013.0,0.16399756002075802,"1""hpGEd(l/pl",0
USR_00139,109283,2,7972,3986.0,0.03647410850727011,*1Vye}t2.0Gx,0
USR_00140,162044,2,31916,15958.0,0.09847942534126533,>8M+Y9cFV)I(,0
USR_00141,135589,1,13531,13531.0,0.09979423109544285,iMh&m]}<jB2D,0
USR_00142,81630,1,5626,5626.0,0.06892073992404753,Jv/czKV~d2x1,0
USR_00143,119428,1,3262,3262.0,0.027313527815922563,TgnRDtNrF]lb,0
USR_00144,198419,1,11353,11353.0,0.057217302778463756,"T|,#8[Gf~E>N",0
USR_00145,141244,3,49677,16559.0,0.11723683837897539,{yR&-MA1;7{5,0
USR_00146,84518,1,13312,13312.0,0.1575049101966445,.P#upV\VGxz>,0
USR_00147,191355,3,18720,6240.0,0.03260954769930234,7ZVomwzT6k]A,0
USR_00148,135243,2,30610,15305.0,0.11316667036371568,tddmBRNG$f'g,0
USR_00149,27748,2,11986,5993.0,0.21597953005622028,'O|87B.HQW@v,1
USR_00150,167169,0,0,0.0,0.0,.`F1_A@z^L%),0
USR_00151,149164,1,49839,49839.0,0.3341221742511598,K8:}vbP+2X8_,1
USR_00152,68311,3,27633,9211.0,0.13483919134546413,Pd8d}tp5$;G/,0
USR_00153,37692,2,29030,14515.0,0.38509498036718665,"^>@8c,^4P|x#",1
USR_00154,139954,1,39988,39988.0,0.28572245166268917,M^}hyf3G8a2D,1
USR_00155,169934,1,17335,17335.0,0.10201019219226287,&hPpgi>eg-/w,0
USR_00156,145035,1,6350,6350.0,0.04378253525011204,"4gK_#"")U.;XN",0
USR_00157,94507,2,10215,5107.5,0.054043615816817804,;>;=DX4?z.gO,0
USR_00158,95152,0,0,0.0,0.0,",:;k*dNSj{p;",0
USR_00159,19926,2,24312,12156.0,0.6100572116832279,Q(Q#3koogA*_,1
USR_00160,50733,1,18989,18989.0,0.3742928665759959,t75+u>n[U}U!,1
USR_00161,84855,1,19941,19941.0,0.23500088386070356,\Pa8zP~N-SZ),1
USR_00162,122445,1,4159,4159.0,0.03396627057046021,GSA|3M=l)UM7,0
USR_00163,35323,1,7395,7395.0,0.2093536789060952,":%.Q,?$/<GZk",1
USR_00164,49578,1,13948,13948.0,0.281334462866594,mfx'~=+I-Mzl,1
USR_00165,79140,3,39396,13132.0,0.16593378822340157,G:yIcz&pvy{:,0
USR_00166,98829,1,22086,22086.0,0.223476914670795,v8fFb1_<B['?,1
USR_00167,143867,2,11348,5674.0,0.03943920426505036,oOL(S]_A)_c{,0
USR_00168,181421,3,14988,4996.0,0.027538157104194112,}4xnzx!Z&-P:,0
USR_00169,146763,2,31650,15825.0,0.10782690460129597,4]n5{v}_*x(h,0
USR_00170,110598,1,3626,3626.0,0.03278540299101249,Pp$Xm)4@JLKh,0
USR_00171,72062,3,31461,10487.0,0.14552746246287918,m0s_:-?ul@Yy,0
USR_00172,78928,3,37098,12366.0,0.15667443746199067,".ik""x,nHU3Dg",0
USR_00173,18121,2,11978,5989.0,0.3305005242536284,Y`][+.:$}J/<,1
USR_00174,98793,1,26042,26042.0,0.26360167218325187,H?5]^2D~Xy:$,1
USR_00175,43164,2,8760,4380.0,0.10147345009730331,nT`)|'!_dqqm,0
USR_00176,40491,1,6689,6689.0,0.1651972043170087,SPH(i9IMw!&^,0
USR_00177,74222,3,28809,9603.0,0.12938212389857454,ETXQ[mfXnk'2,0
USR_00178,169237,2,25419,12709.5,0.07509882590686434,a(f1hInCx_=M,0
USR_00179,18748,2,5352,2676.0,0.14273522509067635,VE+1]s$oGZPf,0
USR_00180,131547,1,6282,6282.0,0.047754794864193026,K@GiC~}dt_7X,0
USR_00181,75380,1,43128,43128.0,0.5721411514990714,EX%.la_?[rfA,1
USR_00182,59331,1,41724,41724.0,0.7032411386964655,",z[-ORwdL/N4",1
USR_00183,135617,0,0,0.0,0.0,qNm2CBh}-}|R,0
USR_00184,192758,1,2067,2067.0,0.010723290343332054,x~WdfD_yLKTl,0
USR_00185,90910,2,28802,14401.0,0.15840941590584093,G!})pWi]enI\,0
USR_00186,150747,1,6252,6252.0,0.041473462158450915,>iUB!?%-ie?M,0
USR_00187,92986,0,0,0.0,0.0,~r4tK-oIiZjo,0
USR_00188,115766,1,14881,14881.0,0.12854378660401153,`)v4:lGE{.Dv,0
USR_00189,61418,2,52476,26238.0,0.42720375134325445,`^5`2V#R3vp:,1
USR_00190,41206,0,0,0.0,0.0,FY?%bp[FNg:D,0
USR_00191,15287,3,37899,12633.0,0.826388434617649,O/9w*56]'_]F,1
USR_00192,166738,0,0,0.0,0.0,M]gEA6/*D1ZB,0
USR_00193,147233,2,21935,10967.5,0.07449077312830683,"8^,nb""}|[@}1",0
USR_00194,113064,2,23877,11938.5,0.10559063893016345,84Dr}gW!%Mv=,0
USR_00195,184823,2,21894,10947.0,0.05922964133251814,cFi0-2lD$+r],0
USR_00196,160830,1,1551,1551.0,0.009643723185972767,+x@;h.a3va[l,0
USR_00197,18178,1,1133,1133.0,0.06232808889866872,qH5;).GL@8C;,0
USR_00198,118306,2,33615,16807.5,0.14206802698088009,"R+V[\c&m`1s""",0
USR_00199,172699,2,57488,28744.0,0.1664398751585128,m}}J={Iaxz?),0
USR_00200,105417,2,58710,29355.0,0.2784655226386636,"-*7yd,A|OoiB",1
USR_00201,181494,2,8340,4170.0,0.022975966147641243,H>`3vu}D2Vbk,0
USR_00202,26984,2,23838,11919.0,0.441706196264453,f!-%4wMGEPTP,1
USR_00203,104312,2,35958,17979.0,0.172357926221336,Qk2'G\jl{Fqw,0
USR_00204,98291,2,33166,16583.0,0.16871331047603544,7uD=$xI/G)]n,0
USR_00205,22135,0,0,0.0,0.0,"`,+7ul2s5dVa",0
USR_00206,15320,1,4421,4421.0,0.2885770234986945,r~#V:yoD6Z2Y,1
USR_00207,103774,0,0,0.0,0.0,d&RBr5fBDp-k,0
USR_00208,113071,2,72004,36002.0,0.31840171219853014,9evNP2h3)*$Y,1
USR_00209,156842,1,7250,7250.0,0.046224863238163244,0Pkj~dA;^Bmt,0
USR_00210,185393,0,0,0.0,0.0,v\WD=ul9Lq}D,0
USR_00211,61250,2,20244,10122.0,0.16525714285714285,*;9>u{jAdF&.,0
USR_00212,88034,3,79352,26450.67,0.30045970874889244,/c~^.P@U{jo{,1
USR_00213,119940,1,14362,14362.0,0.11974320493580123,pOq]<=/<j;=0,0
USR_00214,55130,0,0,0.0,0.0,:LifJJg.Vu0$,0
USR_00215,195418,1,10476,10476.0,0.053608163014666,gsYU+a;:$3ev,0
USR_00216,104904,2,4446,2223.0,0.021190803019903913,"C28,d&4wnh+h",0
USR_00217,194515,0,0,0.0,0.0,gQ/z|Xp[]f!A,0
USR_00218,117171,0,0,0.0,0.0,5+rI)(}`2Hg1,0
USR_00219,129456,1,15063,15063.0,0.11635613644790507,x*:DwT89vAT{,0
USR_00220,77559,1,11874,11874.0,0.15309635245426062,>1Tr&}>iH(n@,0
USR_00221,79892,2,74460,37230.0,0.46600410554248234,$9h1{Ch{;yM{,1
USR_00222,85409,3,39780,13260.0,0.15525295929000457,AjKcT'S[?Ad7,0
USR_00223,135544,0,0,0.0,0.0,dzPn:_g}&i$C,0
USR_00224,122340,1,50805,50805.0,0.4152770966159882,hM's!QUa\5*=,1
USR_00225,48783,1,22286,22286.0,0.4568394727671525,a]X4dMvbF\BZ,1
USR_00226,49152,1,17913,17913.0,0.36444091796875,G$jd)C}O=mGD,1
USR_00227,122049,1,5418,5418.0,0.04439200648919696,",yUJD{UiniE7",0
USR_00228,197574,4,41584,10396.0,0.0526182594875844,q|e`BzV_dOdX,0
USR_00229,186541,2,13650,6825.0,0.03658713097924853,TBZ00Mtgs$Xt,0
USR_00230,101483,2,4430,2215.0,0.021826315737611224,5x&/gY>~&N#M,0
USR_00231,74754,0,0,0.0,0.0,)Ml1P=us_'':,0
USR_00232,102592,4,60476,15119.0,0.1473701653150343,Nb^?MV-Sal.y,0
USR_00233,109543,3,36729,12243.0,0.11176432998913668,"7^MELR:""9B<8",0
USR_00234,58169,2,2264,1132.0,0.019460537399645858,P{8*7K(S0.2>,0
USR_00235,194359,1,66224,66224.0,0.3407302980566889,"nq,z{6c9ryLc",1
USR_00236,125168,1,2087,2087.0,0.01667359069410712,"f""@-KKV#qN@-",0
USR_00237,66033,3,34356,11452.0,0.17342843729650326,"""Ldl7rQY~*~j",0
USR_00238,168263,1,18620,18620.0,0.11066009758532773,hOk+&PO-[thb,0
USR_00239,101803,2,7806,3903.0,0.03833875229610129,}JB]pvD4=6Sv,0
USR_00240,133843,1,1894,1894.0,0.01415090815358293,"e44dF""]QT3^U",0
USR_00241,43992,2,13590,6795.0,0.15445990180032734,h#wjy;kA@bie,0
USR_00242,63803,1,35492,35492.0,0.5562747833173989,xb%PuF1r*Vi7,1
USR_00243,124975,1,54825,54825.0,0.4386877375475095,"S'""j*Tfxxtj3",1
USR_00244,151269,0,0,0.0,0.0,l1NKo4xuYuH\,0
USR_00245,56486,3,71740,23913.33,0.4233496795666183,i\~%lxS|Otw7,1
USR_00246,29859,2,32750,16375.0,0.5484108643959945,",{tjr1y(:~Ux",1
USR_00247,173308,1,3393,3393.0,0.019577861379740116,\U|HYy{023:v,0
USR_00248,47083,1,4694,4694.0,0.09969628103561795,bk{t`pBtnr?r,0
USR_00249,126462,1,15911,15911.0,0.12581645079154213,0C*zmP!lr6/:,0
USR_00250,162735,5,58275,11655.0,0.07161950410176053,}x_$zPlIF=%_,0
USR_00251,34053,0,0,0.0,0.0,H%@?Sx{K3hFK,0
USR_00252,167225,1,19235,19235.0,0.1150246673643295,Fk?=R{FK)03y,0
USR_00253,151319,1,15915,15915.0,0.10517515976182766,#qAXC3kckq#T,0
USR_00254,166883,3,38871,12957.0,0.07764122169424087,x;Ib]2i($czJ,0
USR_00255,152207,3,7845,2615.0,0.017180550171805503,@/n*lTuZVgk;,0
USR_00256,94267,1,20794,20794.0,0.22058620726235056,J4Hmc=4\tpDu,1
USR_00257,189718,1,11871,11871.0,0.06257181711803834,{FAWSE<#5x$?,0
USR_00258,146004,1,4312,4312.0,0.029533437440070136,W21LqkOvxRy2,0
USR_00259,68687,3,27042,9014.0,0.1312329844075298,<8Y{uHzi%B$u,0
USR_00260,145976,2,8432,4216.0,0.028881459966021813,5OuG0Lb[5bF>,0
USR_00261,42564,4,48888,12222.0,0.2871440654073865,+!S1>u`pE<`H,1
USR_00262,22697,2,29206,14603.0,0.6433889941401948,&BDIA:9}t=u0,1
USR_00263,163118,1,23868,23868.0,0.14632352039627755,"r-7V8&-9=+,4",0
USR_00264,24615,0,0,0.0,0.0,!`}Qvn9%HhzC,0
USR_00265,145499,1,4448,4448.0,0.030570656843002357,Vfb#%~Q+`XHf,0
USR_00266,135562,1,7047,7047.0,0.05198359422256975,"g&V*WL""F2Ib{",0
USR_00267,86117,2,4428,2214.0,0.02570920956373306,"5}#@MfOBa""ot",0
USR_00268,93533,2,17750,8875.0,0.09488629681502785,H]da7*k5!&dv,0
USR_00269,87684,1,59676,59676.0,0.6805802654988368,;!).5QKR:7R&,1
USR_00270,94558,1,16225,16225.0,0.17158780854078978,",H_Pj^d1o%xa",0
USR_00271,52419,2,102264,51132.0,0.9754478338007211,%HIo=W]gxwg{,1
USR_00272,48377,1,7263,7263.0,0.150133327821072,k^JvRx6C$U&P,0
USR_00273,189188,2,63606,31803.0,0.16810262807366216,i_>24GyavY{m,0
USR_00274,182706,2,16112,8056.0,0.04409269536851554,`M|by94jNfkh,0
USR_00275,38382,2,30490,15245.0,0.39719139179823876,"=cM+0-T1b7,;",1
USR_00276,168466,1,50034,50034.0,0.2969976137618273,*7Q'{RvUDxIs,1
USR_00277,82789,2,5040,2520.0,0.030438826414137143,[BRp_hAPIbkn,0
USR_00278,146936,3,18729,6243.0,0.04248788588228889,?)MIW#<[K+Ia,0
USR_00279,114572,3,32073,10691.0,0.093312502182034,cv0=;s9)NLAj,0
USR_00280,186294,1,40695,40695.0,0.21844503848755192,UqgQ>T41kX.I,1
USR_00281,159738,1,18206,18206.0,0.1139741326422016,F{WQ]|[Pc'V`,0
USR_00282,138664,0,0,0.0,0.0,cc^K2M;JiRGw,0
USR_00283,125674,1,13523,13523.0,0.1076038003087353,*ZQl^i`>s_/z,0
USR_00284,84590,1,5286,5286.0,0.0624896559877054,5.t8(MT&@t&;,0
USR_00285,142775,3,45045,15015.0,0.10516547014533356,p~=dJV^eUw8u,0
USR_00286,81471,3,15021,5007.0,0.06145745111757558,lUi*\0)G@gnE,0
USR_00287,58298,2,31984,15992.0,0.2743147277779684,@uO1ns^>AoVJ,1
USR_00288,63924,1,8758,8758.0,0.13700644515361993,[_h$#8fDzlK+,0
USR_00289,55542,1,49914,49914.0,0.898671275791293,st\|-\8u}@;g,1
USR_00290,166317,2,79404,39702.0,0.23871281949530115,TH+{7Zt\QUB],1
USR_00291,49753,1,30022,30022.0,0.6034208992422567,6+!cJWwYn%<[,1
USR_00292,94788,2,35556,17778.0,0.18755538675781744,",$29ueRGV$jH",0
USR_00293,36316,0,0,0.0,0.0,]h;28/wo6>*e,0
USR_00294,30960,3,34464,11488.0,0.3710594315245478,4C;\RH<fJ_O>,1
USR_00295,40216,3,38895,12965.0,0.32238412572110603,",wEXZOr/to[F",1
USR_00296,178539,2,10574,5287.0,0.02961257764410017,FhvXCbia8i2g,0
USR_00297,127470,1,14589,14589.0,0.1144504589315133,W;%=0TC<a;!J,0
USR_00298,88290,2,27844,13922.0,0.15768490202740967,"u=u""QCvsB`fN",0
USR_00299,65519,1,16373,16373.0,0.2498969764495795,)E~>!1]_c2+\,1
USR_00300,64052,1,8194,8194.0,0.12792730906138763,-JuN5?ct)Pu6,0
USR_00301,29389,2,13566,6783.0,0.23080063969512402,A.(`HspfV{(u,1
USR_00302,83111,0,0,0.0,0.0,<ZalQ4EuBND$,0
USR_00303,120058,2,35074,17537.0,0.14607106565160172,"y:*D0w,wv+wQ",0
USR_00304,108715,2,21306,10653.0,0.09799015775192016,>R`**I?=R+4y,0
USR_00305,164696,1,3140,3140.0,0.019065429640064118,EM+K~FjE]Za+,0
USR_00306,172753,1,34400,34400.0,0.1991282351102441,"bNg},""Rb.'<0",1
USR_00307,104524,0,0,0.0,0.0,VPA6)W\m$Ac],0
USR_00308,96006,1,7153,7153.0,0.07450576005666312,HgEbZTMPbjd=,0
USR_00309,39704,1,33903,33903.0,0.853893814225267,L3t=bxXMoze0,1
USR_00310,109913,1,6507,6507.0,0.05920136835497166,V{NZK}O+Sj9X,0
USR_00311,109108,0,0,0.0,0.0,qcSX8vyrx08V,0
USR_00312,22493,2,33182,16591.0,0.7376072555906282,F;|Val23^dRg,1
USR_00313,84639,1,9310,9310.0,0.10999657368352651,X>]z@s-+w#YB,0
USR_00314,149066,1,6984,6984.0,0.04685173010612749,NcwD[DbA3`VI,0
USR_00315,62234,1,13304,13304.0,0.2137738213838095,fL+V:Wcta~@V,1
USR_00316,22371,2,10700,5350.0,0.23914889812703946,[n1z-slH7M<F,1
USR_00317,62315,2,23764,11882.0,0.19067640215036508,"Z?ZMy,fD8wKq",1
USR_00318,94526,2,19022,9511.0,0.10061781943592239,"plzSOuAyF""]r",0
USR_00319,162698,2,37642,18821.0,0.11568058611660868,">SZU%>.T,NZ'",0
USR_00320,101005,1,17415,17415.0,0.172417207068957,aZ?1]Yr.&&tM,0
USR_00321,120573,2,5142,2571.0,0.021323181806872184,Ir44bc3aOOWI,0
USR_00322,72514,0,0,0.0,0.0,fNW.8}+og(^Y,0
USR_00323,198736,0,0,0.0,0.0,/J(%5&U'*4IZ,0
USR_00324,189131,2,16692,8346.0,0.04412814398485706,3mcI&%D_fq/B,0
USR_00325,90986,3,74044,24681.33,0.27126513969182076,wyK)o)[6XqqZ,1
USR_00326,100959,0,0,0.0,0.0,_xG;{0*V2O^Z,0
USR_00327,32241,0,0,0.0,0.0,8!k0XI%--Lxt,0
USR_00328,67975,1,12600,12600.0,0.18536226553880103,"zp7Kk^}>""a""w",0
